guid,sentence,translation,freq ranks,audio,tags
z~6IXFwt<u,Kylie Minogue er den bedste sanger jeg nogensinde har set!,Kylie Minogue is the best singer I've ever seen!,[ 1156 1155 1 24 199 1647 11 163 6 3000+ ], [sound:googletts-77379448-0a4a7d84-3dc84a58-11eb996d-1c3adc20.mp3],CardType::Sentence
FG^wz>>#D(,"De, som bor i glashuse, burde ikke kaste med sten.",Those who live in glass houses should not throw stones.,[ 37 27 67 4 3000+ 157 5 935 17 2985 ], [sound:googletts-fe97d076-ad43cbdc-590d5f9e-ba33e056-4d7e3723.mp3],CardType::Sentence
f;>wG?Kmtq,Vi tog til søen for at ro i en båd.,We went to the lake to row a boat.,[ 46 55 8 2017 10 3 2018 4 2 3000+ ], [sound:googletts-c64f6269-074b9bf5-9c250066-8e6f4ea7-36299ba6.mp3],CardType::Sentence
IiP;tIVvbB,Paul kommer af princip ikke for sent til en aftale.,Paul makes it a rule not to be late for his appointments.,[ 3000+ 71 14 2014 5 10 244 8 2 1706 ], [sound:googletts-6e6d8987-71760ad6-bb1fdf6a-373698c9-3ae951b7.mp3],CardType::Sentence
z$|+xfS&7r,Dine drømme er næsten lige så forvrængede som mine mareridt.,Your dreams are almost as twisted as my nightmares.,[ 99 1739 1 133 111 21 1701 27 81 3000+ ], [sound:googletts-7c4f44b2-38c0d33e-d8e38e42-a2439dc7-65c256d3.mp3],CardType::Sentence
u~&uKYTeIE,Køer er nyttigere end ethvert andet dyr i dette land.,Cows are more useful than any other animal in this country.,[ 3000+ 1 1919 34 952 299 220 4 63 356 ], [sound:googletts-985363b2-86b9902c-af84049b-f87cba43-824ef92a.mp3],CardType::Sentence
IZXd;7Lki(,"Da vi lagde an, så vi vores ven på molen.","When we landed, we saw our friend on the pier.",[ 95 46 289 2939 21 46 130 209 9 3000+ ], [sound:googletts-719391e1-df8f7f11-cedbab7c-3b08750c-60dbde58.mp3],CardType::Sentence
N7FBRz:!:^,Bedstemor tog til markedet for at købe mad til familien.,Grandma went to the market to buy food for the family.,[ 1032 55 8 1567 10 3 198 758 8 3000+ ], [sound:googletts-1b45695c-b5596acc-a3bfe69e-cd8671e9-650c5979.mp3],CardType::Sentence
"b!S-@,8=o~",Han får mig til at føle mig værdsat og elsket.,He makes me feel appreciated and loved.,[ 23 259 19 8 3 1176 19 3000+ 16 2080 ], [sound:googletts-3862275a-3b517dbc-1a41395a-be89d76d-1c776eb9.mp3],CardType::Sentence
sYe~%m6v^I,Den her juice ville være endnu bedre med to isterninger.,This juice would be even better with two ice cubes.,[ 24 50 3000+ 65 40 232 172 17 44 2869 ], [sound:googletts-be048e94-a536dfd5-5d974e32-55ff6dda-eb08ed4d.mp3],CardType::Sentence
yC?<!t)7)m,Jeg tager min søn med i zoologisk have i eftermiddag.,I'm taking my son to the zoo this afternoon.,[ 11 66 25 387 17 4 3000+ 53 4 2910 ], [sound:googletts-2cdfa80b-fd99d760-47a062b5-38ff5d35-ac90dd23.mp3],CardType::Sentence
yC`iLM[pfz,"Hold op med at betragte mig som en ""normal"" person!","Stop seeing me as a ""normal"" person!",[ 573 68 17 3 1873 19 27 2 3000+ 859 ], [sound:googletts-c8f36d4e-e7284667-90eb8d2b-fc2d784a-c4dc6126.mp3],CardType::Sentence
"RfT$ui,B;w",Jeg bryder mig ikke om at spise hvidløg om morgenen.,I don't like to eat garlic in the morning.,[ 11 560 19 5 22 3 147 3000+ 22 2647 ], [sound:googletts-45df0263-93e79656-2889b8c4-37bab07b-5de2e133.mp3],CardType::Sentence
ID#tBKAR)o,"Jeg modtog et brev, der informerede mig om hans ankomst.",I received a letter informing me of his arrival.,[ 11 598 15 327 28 2331 19 22 72 3000+ ], [sound:googletts-5d5764c7-eb9a934b-c498c7cf-498abd9f-9be0919e.mp3],CardType::Sentence
zfB#2&k~~-,Det er forrykt af dig at sætte livet på spil.,It is crazy of you to put your life at risk.,[ 12 1 2349 14 31 3 373 591 9 3000+ ], [sound:googletts-13505445-43e3c74e-b6c09c82-a44e6e57-4753807f.mp3],CardType::Sentence
F+CwJG;F.A,Vi kunne ikke andet end at beundre den smukke solnedgang.,We could not help admiring the beautiful sunset.,[ 46 42 5 299 34 3 2590 24 295 3000+ ], [sound:googletts-68ca07df-473566b9-49658080-f418c3b7-8468c95e.mp3],CardType::Sentence
yL*tkrF~/#,"Denne blomst er gul, men alle de andre er blå.","This flower is yellow, but all the others are blue.",[ 52 2157 1 3000+ 45 70 37 270 1 623 ], [sound:googletts-ef8b5177-2ed0809b-f21f8964-125e5e94-3182b5f1.mp3],CardType::Sentence
kDy!5/0K)Y,Jeg er tørstig. Gig mig venligst noget koldt at drikke.,I am thirsty. Please give me something cold to drink.,[ 11 1 3000+ 2243 19 192 41 471 3 251 ], [sound:googletts-13cebafe-1e8f0d43-e0f40ef5-978bdcdc-1057b0e5.mp3],CardType::Sentence
x49yo*g(f$,Jeg er ikke din hustru længere. Din hustru er Tatoeba!,I'm not your wife anymore. Your wife is Tatoeba!,[ 11 1 5 30 1194 3000+ 30 1194 1 725 ], [sound:googletts-6e2d6715-1efb0b74-9561d93d-dc610234-b51cb8af.mp3],CardType::Sentence
iZv)KC5f-9,I by efter by blev der holdt store offentlige møder.,"In city after city, big public meetings were held.",[ 4 368 105 368 35 28 206 310 1489 3000+ ], [sound:googletts-da8ae6ea-0efd8960-9d7f05ac-c797ab25-ad385236.mp3],CardType::Sentence
MTD}jls-2N,Jeg har ikke set meget til ham på det seneste.,I have not seen much of him recently.,[ 11 6 5 3000+ 29 8 47 9 12 2761 ], [sound:googletts-24b29c9d-a34a9228-9505ac02-b111bfdc-84c7b60c.mp3],CardType::Sentence
"HoV@<>^,fN",Hvor kan jeg få fat i et kort over Europa?,Where can I obtain a map of Europe?,[ 93 13 11 82 2056 4 15 530 69 3000+ ], [sound:googletts-6215aae3-5cb93ec6-9000dfe3-464f9c42-2bd5202a.mp3],CardType::Sentence
yp`<5HXh[U,Der står nogen bag buskene og tager billeder af os.,Someone is standing behind the bushes taking pictures of us.,[ 28 301 124 372 3000+ 16 66 1794 14 73 ], [sound:googletts-1be3a53e-cba40c9a-b2b8dc16-148d2c1a-affa94f1.mp3],CardType::Sentence
N5lxp{%|YK,Tom er godt klar over hvad der foregår på kontoret.,Tom is well aware of what is going on at the office.,[ 80 1 78 555 69 38 28 1834 9 3000+ ], [sound:googletts-5db0a523-06e64985-46713ded-488a6e3d-9ce25552.mp3],CardType::Sentence
"jI}m,.~q9",Næsten hver dag går han hen til floden og fisker.,Almost every day he goes to the river and fishes.,[ 133 88 87 43 23 237 8 2011 16 3000+ ], [sound:googletts-773e0537-e585b174-1c226e19-248d760a-3252b010.mp3],CardType::Sentence
h}{5cZ763<,I gennemsnit går jeg i biografen en gang om ugen.,"On the average, I go to the movies once a week.",[ 4 1462 43 11 4 880 2 113 22 3000+ ], [sound:googletts-eeb59967-2e535a9d-0df9e8d1-bcc0cbfb-60051e91.mp3],CardType::Sentence
HJE`Ly$-*],"Han fik lukket for vandet, fordi han ikke betalte regningen.",They shut his water off because he didn't pay the bill.,[ 23 249 455 10 931 168 23 5 557 3000+ ], [sound:googletts-7d44d9ed-e781cebf-e8994e93-9ed3bc45-26a8f02b.mp3],CardType::Sentence
wEzhdGT/ce,Bob har været forlovet med Mary i over et år.,Bob has been engaged to Mary for over a year.,[ 3000+ 6 114 2010 17 75 4 69 15 92 ], [sound:googletts-c0214305-3a8c28a5-22f3a52d-0fcd51c0-596b17ad.mp3],CardType::Sentence
zvyWvC8`3N,Jeg besluttede at skrive 20 sætninger om dagen på Tatoeba.,I decided to write 20 sentences a day on Tatoeba.,[ 11 430 3 136 3000+ 627 22 433 9 725 ], [sound:googletts-8550f30d-b946a8d3-81f48ef1-8a132ba5-480b38ef.mp3],CardType::Sentence
e1<s}cF^sB,Ved hvilken tid går du hen at sove lørdag aften?,What time do you go to sleep Saturday night?,[ 26 337 153 43 7 237 3 442 1134 3000+ ], [sound:googletts-b60f2e55-18faa635-f0988849-521a5e50-89a4667c.mp3],CardType::Sentence
pf~>q(H=Eq,Du kan komme til skade hvis du ikke følger sikkerhedsforskrifterne.,You may injure yourself if you don't follow safety procedures.,[ 7 13 131 8 769 185 7 5 965 3000+ ], [sound:googletts-d5a0aed5-af918047-6f288de0-1d026c29-eadbd335.mp3],CardType::Sentence
h|&dX8<fg?,Du kan komme til skade hvis du ikke følger sikkerhedsbestemmelserne.,You may injure yourself if you don't follow safety procedures.,[ 7 13 131 8 769 185 7 5 965 3000+ ], [sound:googletts-99c4f94d-48d0acaa-ebc6ba33-922f35a9-7ad4fb0f.mp3],CardType::Sentence
uj(wmfx3aF,Jeg ser ham ofte gå en tur i dette område.,I often see him taking a walk in this neighborhood.,[ 11 59 47 211 77 2 1516 4 63 3000+ ], [sound:googletts-7fb55a41-8f8b261d-31a606d8-d06cfbb2-2cd9de23.mp3],CardType::Sentence
bw3;L>$Q~4,Den lille dreng er vant til at tale med voksne.,The little boy is used to talking with grown-ups.,[ 24 154 375 1 1326 8 3 64 17 3000+ ], [sound:googletts-6fc9cff9-ebdf292c-086c5c25-a71899ec-0d615c53.mp3],CardType::Sentence
e2)%^1dqk4,Jeg tager hvilket som helst job du kan tilbyde mig.,I'll take any job you can offer me.,[ 11 66 414 27 543 853 7 13 3000+ 19 ], [sound:googletts-165d09ab-3a065477-7dcc471a-ff70a45e-f50a0dd1.mp3],CardType::Sentence
mg+&YPb+p~,"Du accepterer Toms checks, så hvorfor accepterer du ikke mine?","You accept Tom's checks, so why don't you accept mine?",[ 7 629 231 3000+ 21 333 629 7 5 81 ], [sound:googletts-9caccd8c-0aa9d2b0-94fa215b-a72a0b01-789f56d6.mp3],CardType::Sentence
v:}&Ua:Bcm,"I accepterer Toms checks, så hvorfor accepterer I ikke mine?","You accept Tom's checks, so why don't you accept mine?",[ 4 629 231 3000+ 21 333 629 4 5 81 ], [sound:googletts-52c141cb-0dca6e35-6a0d5311-b40b5f59-3c7ba1b1.mp3],CardType::Sentence
gW/X|o8t}k,Hvornår begyndte du at interessere dig for at lære sprog?,How did you become interested in studying languages?,[ 1383 207 7 3 3000+ 31 10 3 121 149 ], [sound:googletts-467ccdc4-b4258660-cab61541-3e6af38f-29d6e7e5.mp3],CardType::Sentence
gFVb@Hkir-,Jeg lærer engelsk fordi jeg agter at tage til USA.,I'm studying English because I plan to go to the United States.,[ 11 268 276 168 11 3000+ 3 101 8 1024 ], [sound:googletts-dfd999db-47f014b9-a95f2dad-db68838d-4f57912f.mp3],CardType::Sentence
p[=I(~cVUv,Sandheden er at jeg er en mand i en mandekrop.,The truth is I'm a man in a man's body.,[ 1629 1 3 11 1 2 146 4 2 3000+ ], [sound:googletts-964a6fa3-f25360d9-0d1ececd-28ea1175-09a9184b.mp3],CardType::Sentence
kRRAG!/8Hf,Du kan ikke arrestere mig for at være en klovn.,You can't arrest me for being a clown.,[ 7 13 5 1697 19 10 3 40 2 3000+ ], [sound:googletts-c04fbc45-19c18b09-f4ee4e79-48c0d4e0-f60f3591.mp3],CardType::Sentence
K>P*g#6j*c,I kan ikke arrestere mig for at være en klovn.,You can't arrest me for being a clown.,[ 4 13 5 1697 19 10 3 40 2 3000+ ], [sound:googletts-fae639da-1a591ca5-f9314daa-9016dd23-6ef4c852.mp3],CardType::Sentence
r4V#vc&<r+,Det ser ud til jeg har glemt min pung derhjemme.,I seem to have left my wallet at home.,[ 12 59 58 8 11 6 369 25 1201 3000+ ], [sound:googletts-9f80a478-51039c9a-286e6757-b21a4dc5-2f5198a5.mp3],CardType::Sentence
Fa!J};X5*~,Du har købt flere frimærker end hvad der er nødvendigt.,You have bought more postage stamps than are necessary.,[ 7 6 234 151 1240 34 38 28 1 3000+ ], [sound:googletts-f5bd5c98-03ea28fb-fb47ba6e-3914034e-850e7cf8.mp3],CardType::Sentence
i9SXwX@&Ze,"Problemet er ikke så meget pengene, som det er tiden.",The problem isn't so much the money as it is the time.,[ 3000+ 1 5 21 29 992 27 12 1 645 ], [sound:googletts-c0e31b76-1609db13-fbb0eec6-5d8bb1e5-a9363c75.mp3],CardType::Sentence
r9GC@XX635,Så hvad om jeg er bøsse? Er det en forbrydelse?,So what if I am gay? Is it a crime?,[ 21 38 22 11 1 3000+ 1 12 2 1615 ], [sound:googletts-e56025a9-9a10abd6-4b103184-946bd1ac-597e4f49.mp3],CardType::Sentence
QV!X@Eu.A3,Ældre mennesker har svært ved at forstå den moderne teknik.,Old people have difficulty understanding modern technology.,[ 223 194 6 305 26 3 421 24 469 3000+ ], [sound:googletts-45ad9203-8eee29fb-87079bb5-333ba7a9-4f89d48b.mp3],CardType::Sentence
"v?,j=2qTEX",Tom kerer sig ikke om hvad folk siger om Maria.,Tom doesn't mind what people say about Mary.,[ 80 3000+ 48 5 22 38 398 132 22 918 ], [sound:googletts-f6edc163-e1fcc945-0aa1298a-c2e65614-8b4372d7.mp3],CardType::Sentence
rvLqU@Q/:~,Jeg tager det for givet at mit svar er korrekt.,I take for granted that my answer is correct.,[ 11 66 12 10 522 3 62 936 1 3000+ ], [sound:googletts-55b30e54-df3e4d0d-dec2d41a-b8af09c4-3fcf4e3b.mp3],CardType::Sentence
tw{@{A+NOG,Husker du at vi har haft en telefon med drejeskive?,Do you remember that we had a phone with a rotary dial?,[ 473 7 3 46 6 340 2 626 17 3000+ ], [sound:googletts-a51a9f31-67e4c09e-3df8b10a-e63023f4-075ab183.mp3],CardType::Sentence
"vp,osmUoEe",Tom havde ikke noget imod at Mary havde små bryster.,Tom didn't mind that Mary had small breasts.,[ 80 60 5 41 457 3 75 60 707 3000+ ], [sound:googletts-a667f617-9504541e-6e78db24-19888061-04288845.mp3],CardType::Sentence
"di`z;A,mT(",Denne lille historie er for simpel til at forklare alt.,This little story is too simple to explain everything.,[ 52 154 610 1 10 3000+ 8 3 495 118 ], [sound:googletts-cd16f2cd-47fa4b6c-a639fe2b-0a89dcae-2a7db5ab.mp3],CardType::Sentence
"nvUuf@7E9,","Hvad mig angår, så foretrækker jeg kaffe frem for te.","As for me, I prefer coffee to tea.",[ 38 19 3000+ 21 336 11 221 364 10 424 ], [sound:googletts-d340aa8d-3ac58055-f31c67de-0defbe1a-6cb27afb.mp3],CardType::Sentence
yS:vW];(BD,Hvorfor skynder I to jer ikke og får et værelse?,Why don't you two get a room already?,[ 333 3000+ 4 44 274 5 16 259 15 422 ], [sound:googletts-78cf8868-089536f3-8df369b2-79820179-3a1a52a4.mp3],CardType::Sentence
nUcI327^Du,Jeg synes det er grusomt at holde en kat indenfor.,I think it's cruel to keep a cat indoors.,[ 11 217 12 1 3000+ 3 202 2 117 729 ], [sound:googletts-1c79a672-e8020b13-8c0f82de-c6aa801e-859c3b80.mp3],CardType::Sentence
FYPoVtZU(u,"Hvis det er gratis, så tag så meget du kan.","If it's free, get as much as you can.",[ 185 12 1 3000+ 21 998 21 29 7 13 ], [sound:googletts-7a331954-20131eb2-6045daba-d2c41929-1090ec5f.mp3],CardType::Sentence
H<TLYMlw3C,"Jeg kan blive i bilen, mens du går i banken.",I can stay in the car while you go into the bank.,[ 11 13 90 4 780 308 7 43 4 3000+ ], [sound:googletts-34281699-03f83d98-3ddc8c46-70a27f6a-4847d537.mp3],CardType::Sentence
"n,;v;Z]+~S",Jeg er ked af at jeg måtte lyve overfor dig.,I'm sorry I had to lie to you.,[ 11 1 392 14 3 11 463 3000+ 320 31 ], [sound:googletts-1ef8a3fd-b8d9ee4b-9a91bc1b-5b2f4fdf-1441e8d2.mp3],CardType::Sentence
p4)ebL<)87,Må jeg se hvad de sender på de andre kanaler?,Can I see what's on the other channels?,[ 102 11 54 38 37 580 9 37 270 3000+ ], [sound:googletts-0af02b41-975ff2be-910719dc-2bd20ebd-65b63b6b.mp3],CardType::Sentence
Pr60zT9!c(,Jeg har et billede af min kæreste på min natbord.,I have a photo of my girlfriend on my nightstand.,[ 11 6 15 293 14 25 692 9 25 3000+ ], [sound:googletts-9d5f4e25-859117d6-384e8b55-e3820053-7ba4e7f7.mp3],CardType::Sentence
k*r]4-/>w,Jeg må tilstå at jeg ikke har læst den endnu.,I must confess I haven't read it yet.,[ 11 102 3000+ 3 11 5 6 685 24 232 ], [sound:googletts-7eed1540-871c6d86-975191bf-c5716f02-c9a861ab.mp3],CardType::Sentence
Il/{k2N)67,Jeg kan ikke oversætte denne sætning. Den er for lang.,I can't translate this sentence. It's too long.,[ 11 13 5 671 52 3000+ 24 1 10 271 ], [sound:googletts-4d92a829-e4816d1a-9a28048a-04f0a9e6-85479cb7.mp3],CardType::Sentence
rDr+AfEfvx,På vej til skole stødte Tom ind i en Mary.,Tom bumped into a Mary on his way to school.,[ 9 286 8 300 3000+ 80 279 4 2 75 ], [sound:googletts-f6c5bec4-61fb593d-90d57633-250df95e-ad395b26.mp3],CardType::Sentence
m_e%Q^.D9w,"Anne sagde til mig, at mit hår er for langt.",Anne told me that my hair is too long.,[ 3000+ 104 8 19 3 62 438 1 10 339 ], [sound:googletts-07991394-237e5875-878d722e-4303eb3e-cd2e2af4.mp3],CardType::Sentence
l*;AdMn2Co,Det ser ud til at jeg har tabt mine nøgler.,It seems that I have lost my keys.,[ 12 59 58 8 3 11 6 693 81 3000+ ], [sound:googletts-5268986e-5ee61c1c-475b3515-3263ef1e-3af2d8bc.mp3],CardType::Sentence
ug4<e~8R%U,Jeg venter på at hun stiger ind i sin bil.,I'm waiting for her to climb into her car.,[ 11 399 9 3 39 3000+ 279 4 32 152 ], [sound:googletts-223e2077-32d584aa-21d2737d-e9aaecff-e62655f3.mp3],CardType::Sentence
n1)QRKS1g/,Det er altid svært at skrive starten af et brev.,It's always difficult to start a letter.,[ 12 1 94 305 3 136 3000+ 14 15 327 ], [sound:googletts-d8f78499-e42e88d6-d13e6b30-62f259cd-e2fd5ed2.mp3],CardType::Sentence
MT8jyUH~D,Jeg kan ikke sende dig alle filerne på en gang.,I can't send you all the files at the same time.,[ 11 13 5 614 31 70 3000+ 9 2 113 ], [sound:googletts-8c70b31a-df95d4ad-c8f1e004-6563df0f-fa60a6d6.mp3],CardType::Sentence
z$eNg.&}zx,"Da vi lagde til, så vi vores ven på molen.","When we landed, we saw our friend on the pier.",[ 95 46 289 8 21 46 130 209 9 3000+ ], [sound:googletts-3edff427-e7141099-ada9b6f4-2472b625-236ae511.mp3],CardType::Sentence
P])z6tMk$u,"Da vi lagde til, så vi vores ven på pieren.","When we landed, we saw our friend on the pier.",[ 95 46 289 8 21 46 130 209 9 3000+ ], [sound:googletts-9ecef08b-7fb0fe74-e2f3bfd5-0eaf608e-95c3ff1a.mp3],CardType::Sentence
po{Je.F3pu,"Da vi lagde til, så vi vores ven på anløbsbroen.","When we landed, we saw our friend on the pier.",[ 95 46 289 8 21 46 130 209 9 3000+ ], [sound:googletts-af686e44-7237cd7d-9138722d-a23affa5-7db5db21.mp3],CardType::Sentence
l5?qY[:!k{,Han vidste åbenbart mere end hvad han fortalte sin kone.,He obviously knew more than he told his wife.,[ 23 186 3000+ 120 34 38 23 236 32 148 ], [sound:googletts-67f62ba6-fbd37d12-8331ddf7-fa86bf81-dce6ccf0.mp3],CardType::Sentence
gQ&4{uEvcP,Jeg har en datter der er gift med en franskmand.,I have a daughter who's married to a Frenchman.,[ 11 6 2 525 28 1 233 17 2 3000+ ], [sound:googletts-d865c098-5e575323-8baa8760-04f4ae81-90a0f419.mp3],CardType::Sentence
k6PUfk/F{f,Jeg har en datter som er gift med en franskmand.,I have a daughter who's married to a Frenchman.,[ 11 6 2 525 27 1 233 17 2 3000+ ], [sound:googletts-c28123df-c69a8e4c-0769750c-50d0bd3c-8e14c14c.mp3],CardType::Sentence
w=3jyYhK[S,Man siger at hendes far blev dræbt i en trafikulykke.,It is said that her father was killed in a traffic accident.,[ 107 132 3 97 142 35 254 4 2 3000+ ], [sound:googletts-a4b07f76-74678991-999bacec-3521e501-38bf4838.mp3],CardType::Sentence
o`cGUzv_L6,Hun viste mig et billede af sin mor som skolepige.,She showed me a picture of her mother as a schoolgirl.,[ 39 167 19 15 293 14 32 116 27 3000+ ], [sound:googletts-89acc6d3-86d4fa11-8d5c80bb-f83747fd-f3aaed90.mp3],CardType::Sentence
"MHll,&{Nz$","Jeg er nu så fuld, at jeg ser to tastaturer.",I'm so drunk now that I'm seeing two keyboards.,[ 11 1 160 21 353 3 11 59 44 3000+ ], [sound:googletts-d8fb9770-e1de668d-deee7dee-a0dfac7b-080f3f66.mp3],CardType::Sentence
FDt*K_:o5(,"Du skal lære engelsk, om du vil det eller ej.",You must learn English whether you like it or not.,[ 7 79 121 276 22 7 20 12 76 3000+ ], [sound:googletts-3a61bcb8-54780d2f-056752e8-234a74d5-07f4b72c.mp3],CardType::Sentence
Gtz41hiKuB,Jeg håber at ingen af dem var med i trafikuheldet.,I hope that neither of them was involved in the traffic accident.,[ 11 265 3 83 14 171 18 17 4 3000+ ], [sound:googletts-fb547edb-33858b92-4e4e4181-44484aca-99bc1e9d.mp3],CardType::Sentence
kb2E$T<24P,Må jeg se hvad der er på de andre kanaler?,Can I see what's on the other channels?,[ 102 11 54 38 28 1 9 37 270 3000+ ], [sound:googletts-faba6da4-899a03ab-492fe01e-d3e10f87-04570cb9.mp3],CardType::Sentence
"E~7gQda`H,",Jeg kan ikke hjælpe dig nu. Det er for sent.,You can't help now. It's too late.,[ 11 13 5 145 31 3000+ 12 1 10 244 ], [sound:googletts-74e17529-8b2c5c9d-19127e8b-55ae4832-b6a4fe6e.mp3],CardType::Sentence
s.b4(1UZ7_,Det ser ud til at jeg har en let forkølelse.,It seems I have a slight cold.,[ 12 59 58 8 3 11 6 2 219 3000+ ], [sound:googletts-62484c48-76c79e60-d4875d47-2ddb3c72-6ab1637e.mp3],CardType::Sentence
